Descripcion,Codigo,Especialidad
cinta aislante,IEIM,IIEE
cableado conexion,IEIM,IIEE
rt - ohmns,SPT,IIEE
"ascensor, pasajeros, cabina puertas en acero inoxidable",ASC,EQUIPAMIENTO
monta auto,ASC,EQUIPAMIENTO
"sistema contra incendio, incbomba,tuberias, valvulas, gabinete mangueras",ACI,EQUIPAMIENTO
"bombas agua potable, inc accesorios e instalacion",EQIM,EQUIPAMIENTO
"bomba pozo septico, inc accesorios e instalacion",EQIM,EQUIPAMIENTO
oficinas obra,OP,ESTRUCTURAS
vestuario obrero,OP,ESTRUCTURAS
servicios higienicos portatiles,OP,ESTRUCTURAS
cerco perimetrico obra,OP,ESTRUCTURAS
escuadras metalicas para soporte faena,OP,ESTRUCTURAS
electricidad para construccion,OP,ESTRUCTURAS
ggee para para kw,OP,ESTRUCTURAS
"trazo replanteo (topografo, ayudante equipo)",TP,ESTRUCTURAS
transporte horizontal en obra,TP,ESTRUCTURAS
alquiler grua,TP,ESTRUCTURAS
transporte vertical,TP,ESTRUCTURAS
escalera,TP,ESTRUCTURAS
andamio,TP,ESTRUCTURAS
servicio vigilancia,SEG,ESTRUCTURAS
"elab, implem adm del plan seguridad salud en trabajo",SEG,ESTRUCTURAS
recursos para resp ante emerg en seg salud durante trabajo,SEG,ESTRUCTURAS
ventilacion forzada en sotanos (exigencia sunafil),SEG,ESTRUCTURAS
vigias,ESTIM,ESTRUCTURAS
reparacion vecinos,ESTIM,ESTRUCTURAS
flete,ESTIM,ESTRUCTURAS
grua tn,ESTIM,ESTRUCTURAS
excavacion zanjas localizada,MT,ESTRUCTURAS
relleno con afirmado compactado - capas,MT,ESTRUCTURAS
"solados h=""",CS,ESTRUCTURAS
"concreto para falsa zapatas, f'c= kg/cm x % pg",CS,ESTRUCTURAS
cimiento corrido: concreto f'c= kg/cm,CA,ESTRUCTURAS
cimientos corridos: encofrado desencofrado,CA,ESTRUCTURAS
concreto para zapatas f'c= kg/cm,CA,ESTRUCTURAS
concreto cimentacion f'c= kg/cm,CA,ESTRUCTURAS
encofrado cimentacion armada,CA,ESTRUCTURAS
concreto para cisterna f'c= kg/cm,CA,ESTRUCTURAS
encofrado desencofrado en cisterna normal,CA,ESTRUCTURAS
perfilado grueso,CA,ESTRUCTURAS
perfilado fino muros,CA,ESTRUCTURAS
paneteo suelo,CA,ESTRUCTURAS
concreto f'c= kg/cm contra sotano,CA,ESTRUCTURAS
encofrado desencofrado en muro pantalla,CA,ESTRUCTURAS
resane cabezales muro anclado,CA,ESTRUCTURAS
excavacion localizada para traslape del acero,CA,ESTRUCTURAS
perforado anclaje postensado provisional,CA,ESTRUCTURAS
"concreto para columnas, f'c= kg/cm",CA,ESTRUCTURAS
encofrado desencofrado en columnas normal,CA,ESTRUCTURAS
encofrado desencofrado en columnas doble altura,CA,ESTRUCTURAS
encofrado caravista,CA,ESTRUCTURAS
encofrado caravista h,CA,ESTRUCTURAS
curado elementos estructurales,CA,ESTRUCTURAS
encofrado desencofrado en placas normal,CA,ESTRUCTURAS
encofrado desencofrado en placas doble altura,CA,ESTRUCTURAS
encofrado perdido,CA,ESTRUCTURAS
concreto para vigas f'c= kg/cm,CA,ESTRUCTURAS
encofrado desencofrado vigas h,CA,ESTRUCTURAS
tensado,CA,ESTRUCTURAS
encofrado desencofrado cortes normal,CA,ESTRUCTURAS
encofrado desencofrado cortes h,CA,ESTRUCTURAS
"concreto para losa maciza, f'c= kg/cm",CA,ESTRUCTURAS
encofrado desencofrado en losa maciza normal,CA,ESTRUCTURAS
encofrado desencofrado en losa maciza doble altura,CA,ESTRUCTURAS
encofrado desencofrado en losa maciza h,CA,ESTRUCTURAS
encofrado desencofrado en losa aligerada normal,CA,ESTRUCTURAS
encofrado desencofrado en losa aligerada h,CA,ESTRUCTURAS
suministro colocacion ladrillo techo h=m,CA,ESTRUCTURAS
v,CA,ESTRUCTURAS
ladrillo techo arcilla h=,CA,ESTRUCTURAS
poliestireno expandido kg/m (h=m),CA,ESTRUCTURAS
concreto para escaleras f'c= kg/cm,CA,ESTRUCTURAS
"concreto para muro contencion, f'c= kg/cm",CA,ESTRUCTURAS
encofrado desencofrado en muro contencion normal,CA,ESTRUCTURAS
encofrado desencofrado en muro contencion h,CA,ESTRUCTURAS
"concreto para camara desague, f'c= kg/cm",CA,ESTRUCTURAS
encofrado desencofrado en camara desague,CA,ESTRUCTURAS
"concreto para pozo sumidero, f'c= kg/cm",CA,ESTRUCTURAS
encofrado desencofrado en pozo sumidero,CA,ESTRUCTURAS
"concreto para parapetos, f'c= kg/cm",CA,ESTRUCTURAS
encofrado desencofrado en parapetos,CA,ESTRUCTURAS
concreto para piso; fc= kg/cm h,CA,ESTRUCTURAS
encofrado desencofrado en piso,CA,ESTRUCTURAS
junta borde,CA,ESTRUCTURAS
junta corte,CA,ESTRUCTURAS
concreto para pits ascensor; fc= kg/cm,CA,ESTRUCTURAS
"concreto para jardineria, f'c= kg/cm",CA,ESTRUCTURAS
encofrado desencofrado en jardineria,CA,ESTRUCTURAS
concreto gradas sobre terreno; fc= kg/cm,CA,ESTRUCTURAS
encofrado desencofrado en gradas sobre terreno,CA,ESTRUCTURAS
concreto para bancas; fc= kg/cm,CA,ESTRUCTURAS
encofrado desencofrado en bancas,CA,ESTRUCTURAS
concreto para losa antivibratoria; fc= kg/cm,CA,ESTRUCTURAS
encofrado desencofrado en losa antivibratoria,CA,ESTRUCTURAS
xx,CA,ESTRUCTURAS
sobrecimiento,CA,ESTRUCTURAS
cimiento,CA,ESTRUCTURAS
p cf,ALB,ARQUITECTURA
p,ALB,ARQUITECTURA
concreto,ALB,ARQUITECTURA
acero,ALB,ARQUITECTURA
curado,ALB,ARQUITECTURA
poyos en cuarto bombas,ALB,ARQUITECTURA
canaleta cemento pulido en mamparas,ALB,ARQUITECTURA
tableros parrilla,ALB,ARQUITECTURA
limpieza muro cisterna cto bombas,REVO,ARQUITECTURA
limpieza muro pantalla,REVO,ARQUITECTURA
limpieza columnas placas,REVO,ARQUITECTURA
limpieza en vigas,REVO,ARQUITECTURA
limpieza losas,REVO,ARQUITECTURA
solaqueo placa escalera,REVO,ARQUITECTURA
tarrajeo muros hall,REVO,ARQUITECTURA
impermeabilizacion muro cisterna,REVO,ARQUITECTURA
impermeabilizacion techo cisterna,REVO,ARQUITECTURA
acabado caravista - columnas,REVO,ARQUITECTURA
acabado caravista - placas,REVO,ARQUITECTURA
acabado caravista - tabiques,REVO,ARQUITECTURA
acabado caravista - jardinera,REVO,ARQUITECTURA
tarrajeo interior,REVO,ARQUITECTURA
limpieza para acabado caravista cielorraso,REVO,ARQUITECTURA
bruna en cielorraso,REVO,ARQUITECTURA
tarrajeo en contrazocalo hundido madera,REVO,ARQUITECTURA
bancas - concreto devastado,REVO,ARQUITECTURA
solaqueo muro ciego,REVO,ARQUITECTURA
fachada principal caravista,REVO,ARQUITECTURA
ducto inteior caravista,REVO,ARQUITECTURA
fachada posterior caravista,REVO,ARQUITECTURA
junta tecknoport '',REVO,ARQUITECTURA
columna prefabricada xx,REVO,ARQUITECTURA
placa prefabricada xx,REVO,ARQUITECTURA
derrame,REVO,ARQUITECTURA
baldosas cemento x rosado,REVO,ARQUITECTURA
muro en voladizo xx,REVO,ARQUITECTURA
cisterna - impermeabilizacion piso,PP,ARQUITECTURA
cto bomba - cemento pulido,PP,ARQUITECTURA
hall - terrazo resinado,PP,ARQUITECTURA
varios ambientes - cemento pulido,PP,ARQUITECTURA
deposito - cemento pulido,PP,ARQUITECTURA
cto basura - cemento pulido,PP,ARQUITECTURA
ggee - cemento pulido,PP,ARQUITECTURA
estacionamiento - frotachado,PP,ARQUITECTURA
rampa - brunada,PP,ARQUITECTURA
forjado pasos contrapasos escalera principal,PP,ARQUITECTURA
descanso escalera acabado en cemento pulido,PP,ARQUITECTURA
forjado pasos contrapasos escalera cambio nivel - sotano,PP,ARQUITECTURA
forjado pasos contrapasos escalera - duplex,PP,ARQUITECTURA
lobby - terrazo resinado,PP,ARQUITECTURA
hall escalera - terrazo resinado,PP,ARQUITECTURA
vestibulo previo - cemento pulido,PP,ARQUITECTURA
terraza - baldosas cemento xx gris,PP,ARQUITECTURA
jardin - area comun,PP,ARQUITECTURA
sh recepcion - terrazo resinado,PP,ARQUITECTURA
ingreso vehicular - concreto semipulido,PP,ARQUITECTURA
rampa - brunado,PP,ARQUITECTURA
ingreso - terrazo resinado,PP,ARQUITECTURA
vereda,PP,ARQUITECTURA
jardin profundidad,PP,ARQUITECTURA
s-c piso laminado mm,PP,ARQUITECTURA
dormitorios piso laminado mm,PP,ARQUITECTURA
cocina - terrazo resinado,PP,ARQUITECTURA
sh v - terrazo resinado,PP,ARQUITECTURA
sh - terrazo resinado,PP,ARQUITECTURA
lavado - terrazo resinado,PP,ARQUITECTURA
lavado - baldosa cemento xx gris,PP,ARQUITECTURA
terraza piso - baldosas cemento xx gris,PP,ARQUITECTURA
cto servicio - terrazo resinado,PP,ARQUITECTURA
sh s - terrazo resinado,PP,ARQUITECTURA
jardin en dptos,PP,ARQUITECTURA
balcon - concreto pulido,PP,ARQUITECTURA
descanso escalera acabado en cemento pulido - duplex,PP,ARQUITECTURA
escalera terrazo resinado,PP,ARQUITECTURA
descanso escalera terrazo resinado,PP,ARQUITECTURA
sh - ceramico villar albaro x,ZC,ARQUITECTURA
lavado - ceramico villar albaro x,ZC,ARQUITECTURA
sh s - ceramico villar albaro x,ZC,ARQUITECTURA
cocina - cuarzo white pearl mm,ZC,ARQUITECTURA
cto bomba - cemento pulido,ZC,ARQUITECTURA
hall - terrazo resinado,ZC,ARQUITECTURA
varios ambientes - cemento pulido,ZC,ARQUITECTURA
deposito - cemento pulido,ZC,ARQUITECTURA
cto basura - cemento pulido,ZC,ARQUITECTURA
ggee - cemento pulido,ZC,ARQUITECTURA
estacionamiento - cemento pulido,ZC,ARQUITECTURA
rampa - cemento pulido,ZC,ARQUITECTURA
lobby - terrazo resinado,ZC,ARQUITECTURA
hall escalera - terrazo resinado,ZC,ARQUITECTURA
vestibulo previo - cemento pulido,ZC,ARQUITECTURA
terraza - baldosas cemento xx gris,ZC,ARQUITECTURA
sh recepcion - terrazo resinado,ZC,ARQUITECTURA
ingreso vehicular - concreto semipulido,ZC,ARQUITECTURA
rampa - brunado,ZC,ARQUITECTURA
s-c mdf cm,ZC,ARQUITECTURA
dormitorios mdf cm,ZC,ARQUITECTURA
sh visita mdf cm,ZC,ARQUITECTURA
lavado - terrazo resinado,ZC,ARQUITECTURA
lavado - baldosa cemento xx gris,ZC,ARQUITECTURA
terraza piso - baldosas cemento xx gris,ZC,ARQUITECTURA
cto servicio - terrazo resinado,ZC,ARQUITECTURA
sh s - terrazo resinado,ZC,ARQUITECTURA
balcon - concreto pulido,ZC,ARQUITECTURA
p- x puerta contraplacada mdf,PUER,ARQUITECTURA
p-a x puerta contraplacada mdf,PUER,ARQUITECTURA
p-b x puerta contraplacada mdf,PUER,ARQUITECTURA
p-c x puerta contraplacada mdf,PUER,ARQUITECTURA
p-d x puerta contraplacada mdf,PUER,ARQUITECTURA
p- x puerta contraplacada mdf - hojas,PUER,ARQUITECTURA
pc- x puerta corrediza mdf,PUER,ARQUITECTURA
pc-a x puerta corrediza mdf,PUER,ARQUITECTURA
pc- x puerta corrediza mdf - hojas,PUER,ARQUITECTURA
pc-a x puerta corrediza mdf - hojas,PUER,ARQUITECTURA
puerta gci,TVAR,ARQUITECTURA
puerta gas,TVAR,ARQUITECTURA
tipo,MCO,ARQUITECTURA
mueble counter,VCM,ARQUITECTURA
panel x,VCM,ARQUITECTURA
"bisagra ai /"" x /""",CERR,ARQUITECTURA
"bisagra ai "" x """,CERR,ARQUITECTURA
sistema puerta corrediza,CERR,ARQUITECTURA
cerradura barra+manija sd principal,CERR,ARQUITECTURA
cerradura manija sd dormitorio bano,CERR,ARQUITECTURA
pc pd x - p,CMT,ARQUITECTURA
pc pd x - p-a - enchapada - madera cf,CMT,ARQUITECTURA
cierrapuerta is,CMT,ARQUITECTURA
barra antipanico iseo,CMT,ARQUITECTURA
kit pomo manilla inox,CMT,ARQUITECTURA
cilindro f /,CMT,ARQUITECTURA
sellos en marco-vano,CMT,ARQUITECTURA
puerta iiee x,CMT,ARQUITECTURA
registro x r-,CMT,ARQUITECTURA
escalera gato en cisterna acero inox,CMT,ARQUITECTURA
escalera gato en cto bombas,CMT,ARQUITECTURA
escalera gato para acceso a azotea,CMT,ARQUITECTURA
rack bicicleta doble,CMT,ARQUITECTURA
rack bicicleta simple,CMT,ARQUITECTURA
rejilla sumidero,CMT,ARQUITECTURA
rejilla parrilla,CMT,ARQUITECTURA
barandas en escalera emergencia,CMT,ARQUITECTURA
pasamanos en escalera emergencia,CMT,ARQUITECTURA
pasamanos en escalera sotano,CMT,ARQUITECTURA
baranda en balcon h:,CMT,ARQUITECTURA
baranda con rejilla en balcon h:,CMT,ARQUITECTURA
baranda en duplex,CMT,ARQUITECTURA
pasamano duplex,CMT,ARQUITECTURA
baranda en techo,CMT,ARQUITECTURA
pp- porton basculante garaje,CMT,ARQUITECTURA
c- fierro @,CMT,ARQUITECTURA
m-,VMP,ARQUITECTURA
m-a,VMP,ARQUITECTURA
v-,VMP,ARQUITECTURA
v-a,VMP,ARQUITECTURA
v-b,VMP,ARQUITECTURA
v-',VMP,ARQUITECTURA
c- aluminio corredizo - hojas,VMP,ARQUITECTURA
pp-,VMP,ARQUITECTURA
celosia h: m contra vecinos,VMP,ARQUITECTURA
empastado pintado - dos manos muros interiores blanco,PINT,ARQUITECTURA
empastado pintado - dos manos cielos vigas interiores blanco,PINT,ARQUITECTURA
inodoro one fv cannes s-tramp c/asiento blanco,ASG,ARQUITECTURA
lavadero bajoponer alba fv blanco e,ASG,ARQUITECTURA
lavadero bajoponer magnum ai xx,ASG,ARQUITECTURA
lavadero amazonas,ASG,ARQUITECTURA
lavabo fontana c/pedestal blanco,ASG,ARQUITECTURA
rejilla drenaje metalico a:cm,ASG,ARQUITECTURA
inodoro dos piezas fv milan cod p blanco para sh servicio,ASG,ARQUITECTURA
ducha monocomando modelo sabina fv - brazo cabeza round magnum,ASG,ARQUITECTURA
lavadero monocomando sabina fv z/c,ASG,ARQUITECTURA
cocina monocomando kohler taut m--cp,ASG,ARQUITECTURA
llave estandar manija cruz,ASG,ARQUITECTURA
griferia lavabo lumina,ASG,ARQUITECTURA
ducha llave cabeza lumina,ASG,ARQUITECTURA
lavadero bbq monocomando fv lilo cr z/g,ASG,ARQUITECTURA
bano - tablero terrazo resinado,TAB,ARQUITECTURA
bano - tablero terrazo resinado integrado c/lavadero,TAB,ARQUITECTURA
cocina - tablero cuarzo white pearl mm s/mandil s/zocalo,TAB,ARQUITECTURA
espejo mm marco metalico mm - x - banos,VMP,ARQUITECTURA
zocalo terrazo,ZC,ARQUITECTURA
zocalo plancha mdf poliuretano - zona mm,ZC,ARQUITECTURA
senal direccional salida a derecha,EVAC,EQUIPAMIENTO
senal direccional salida a izquierda,EVAC,EQUIPAMIENTO
senal salida luz emergencia,EVAC,EQUIPAMIENTO
senal zona segura en caso sismos,EVAC,EQUIPAMIENTO
senal atencion riesgo electrico,EVAC,EQUIPAMIENTO
senal prohibido usar en caso emergencias,EVAC,EQUIPAMIENTO
senal botiquin emergencia,EVAC,EQUIPAMIENTO
senal salida escaleras,EVAC,EQUIPAMIENTO
senal numero piso xcm,EVAC,EQUIPAMIENTO
senal pulsador,EVAC,EQUIPAMIENTO
senal indicativa caci,EVAC,EQUIPAMIENTO
senal aforo,EVAC,EQUIPAMIENTO
senal prohibido fumar,EVAC,EQUIPAMIENTO
extintor- polvo quimico seco,EVAC,EQUIPAMIENTO
extintor-co,EVAC,EQUIPAMIENTO
pintura trafico en divisiones estacionamientos autos,PINT,ARQUITECTURA
pintura trafico en divisiones estacionamientos bicicleta,PINT,ARQUITECTURA
pintura trafico para sendero peatonal - cebra,PINT,ARQUITECTURA
pintura senalizacion (flecha),PINT,ARQUITECTURA
pintura simbolos (estacionamiento discapacitados),PINT,ARQUITECTURA
letras numeracion departamentos perfil ai,PINT,ARQUITECTURA
letras numeracion edificio perfil ai,PINT,ARQUITECTURA
numeracion estacionamientos pintura trafico,PINT,ARQUITECTURA
numeracion estacionamientos bicicleta pintura trafico,PINT,ARQUITECTURA
numeracion deposito,PINT,ARQUITECTURA
topellantas concreto,TVAR,ARQUITECTURA
protector columnas en estacionamientos,TVAR,ARQUITECTURA
espejos panoramicos,TVAR,ARQUITECTURA
salida para tomacorriente hermetico,SAL,IIEE
salida para tomacorriente + usb departamentos,SAL,IIEE
salida para lavavajilla,SAL,IIEE
llave termica x lavadora,SAL,IIEE
llave termica x terma,SAL,IIEE
salida para alumbrado tipo estaca,SAL,IIEE
salida para lampara emergencia,SAL,IIEE
salida para extractor en depositos,SAL,IIEE
salida para conmutador simple,SAL,IIEE
salida para conmutador doble,SAL,IIEE
salida para interruptor doble ( simple + conmutado),SAL,IIEE
salida para interruptor triple ( conmutado + simple),SAL,IIEE
salida para equipo ventilacion ehc-t- en techo,SAL,IIEE
salida para equipo tratamiento ptar,SAL,IIEE
salida para bombas agua tratada,SAL,IIEE
salida para bombas desague,SAL,IIEE
salida para bomba contra incendio,SAL,IIEE
salida para llave termica xa,SAL,IIEE
salida para ia-v-p en vestibulo,SAL,IIEE
salida para ea-v-p en vestibulo,SAL,IIEE
xxmm,CP,IIEE
xxmm (a),CP,IIEE
xxmm (b),CP,IIEE
xxmm (c),CP,IIEE
del bm al t-sg -xmm nxoh + xmm/t nh-,CEL,IIEE
del t-sg al ptar (nh) -xmm + xmm/t (g),CEL,IIEE
del t-sg al te-b (nh) -xmm + xmm/t (g),CEL,IIEE
del t-sg al t-bat (nh) -xmm + xmm/t (g),CEL,IIEE
del t-sg al t-ves (nh) -xmm + xmm/t (g),CEL,IIEE
del t-sg al t-w (nh) -xmm + xmm/t (g),CEL,IIEE
del t-sg al ehc-s-; ihc-s- (nh) -xmm + xmm/t (g),CEL,IIEE
del t-sg al ec-cb-; ic-cb- (nh) -xmm + xmm/t (g),CEL,IIEE
del t-sg al t-asc (nh) -xmm + xmm/t (g),CEL,IIEE
del t-sg al ic-ge- (nh) -xmm + xmm/t (g),CEL,IIEE
del t-sg al ic-;ehc- (nh) -xmm + xmm/t (g),CEL,IIEE
del bm al t-sci -xmm nxoh + xmm/t nh-,CEL,IIEE
del t-sci al t-bci -xmm nxoh + xmm/t nh-,CEL,IIEE
del t-sci al t-bj (nh) -xmm + xmm/t,CEL,IIEE
del t-sci al caci (nh) -xmm + xmm/t (s),CEL,IIEE
del ge al tablero t-ge (nxoh) -xmm + xmm/t,CEL,IIEE
del t-ge al te-b (nh) -xmm + xmm/t (ge),CEL,IIEE
del t-ge al t-vv (nh) -xmm + xmm/t (ge),CEL,IIEE
del te-b al tablero t-ba (nh) -xmm + xmm/t (be),CEL,IIEE
del te-b al tablero t-bs (nh) -xmm + xmm/t (be),CEL,IIEE
del te-b al tablero t-bd (nh) -xmm + xmm/t (be),CEL,IIEE
del te-b al intercomunicador (nh) -xmm + xmm/t (be),CEL,IIEE
del te-b a puerta electrica (nh) -xmm + xmm/t (be),CEL,IIEE
del t-vv al ic-vv- (nh) -xmm + xmm/t (f) azotea,CEL,IIEE
del t-vv al ia-v-p;ea-v-p (nh) -xmm + xmm/t (f) vestibulo previo,CEL,IIEE
del t-vv al tco-vv (nh) -xmm + xmm/t (f),CEL,IIEE
del t-ves al jf-s (nh) -xmm + xmm/t (v),CEL,IIEE
del t-ves al it-s- (nh) -xmm + xmm/t (v),CEL,IIEE
del t-ves al ea-s- (nh) -xmm + xmm/t (v),CEL,IIEE
del t-ves al tco-ves (control) (nh) -xmm + xmm/t (v),CEL,IIEE
del t-ves al ec- (nh) -xmm + xmm/t (v),CEL,IIEE
alimentadores departamentos (nh) -xmm + xmm/t,CEL,IIEE
del t-sg al tablero paneles solares (nxh) -xmm + xmm/t,CEL,IIEE
alimentador montate alumbrado (nh) -xmm + xmm/t,CEL,IIEE
suministro e instalacion puestas a tierra,SPT,IIEE
zanja para contra peso aditivos,SPT,IIEE
soldadura cadweld,SPT,IIEE
cable desnudo mm para contra peso,SPT,IIEE
cable desnudo mm para t-sci,SPT,IIEE
cable desnudo mm para t-sg departamentos,SPT,IIEE
cable desnudo mm para comunicaciones,SPT,IIEE
tuberia mm pvc,SPT,IIEE
tuberia emt mm,SPT,IIEE
caja para barra equipotencial,SPT,IIEE
acarreo del material excedente hasta punto acopio,SPT,IIEE
tableros electrico para departamentos,TEL,IIEE
tablero sistema contra incendio (solo fuerza) t-sci,TEL,IIEE
tablero ventilacion t-ves,TEL,IIEE
tablero emergencia t-ge,TEL,IIEE
tablero agua sumidero te-b,TEL,IIEE
tablero vestibulo ventilado t-vv,TEL,IIEE
curva horizontal xmm,CAN,IIEE
curva vertical xmm,CAN,IIEE
tee xmm,CAN,IIEE
cable desnudo mm,CAN,IIEE
placa para conmutador simple,SAL,IIEE
placa para conmutador doble,SAL,IIEE
placa para interruptor doble ( simple + conmutado),SAL,IIEE
placa para interruptor triple ( conmutado + simple),SAL,IIEE
zumbador para timbre,SAL,IIEE
instalacion luminarias en sotano areas comunes,LUM,ARQUITECTURA
instalacion lamparas emergencia,LUM,ARQUITECTURA
instalacion luminarias tipo braquete en fachada los departamentos,LUM,ARQUITECTURA
salida para rauter,COM,IIEE
salida para central del intercomunicador,COM,IIEE
salida para detector humo,COM,IIEE
salida para pulsador panico,COM,IIEE
salida para luz estroboscopica,COM,IIEE
salida para regulador flujo,COM,IIEE
salida para detector monoxido,COM,IIEE
salida para central caci,COM,IIEE
cajas pase comunicaciones,COM,IIEE
caja pase xxmm (a),COM,IIEE
caja pase xxmm ('b),COM,IIEE
caja pase xxmm ('c),COM,IIEE
caja pase xxmm (d),COM,IIEE
caja pase xxmm (e),COM,IIEE
tuberia mm pvc,COM,IIEE
placa para salida tv,COM,IIEE
placa para salida data,COM,IIEE
placa para salida telefono,COM,IIEE
pruebas electricas baja tencion,COM,IIEE
pruebas para puestas a tierra,COM,IIEE
pruebas aislamiento electrico,COM,IIEE
banco medidores,COM,IIEE
t-sg,TEL,IIEE
t-sci,TEL,IIEE
t-ge,TEL,IIEE
te-b,TEL,IIEE
t-vv,TEL,IIEE
t-ve-s,TEL,IIEE
t-,TEL,IIEE
disano green led cld cell gris adosado pared,LUM,ARQUITECTURA
disano wing - luz directa x cell-f blanco adosado pared,LUM,ARQUITECTURA
philips dnc leds* c,LUM,ARQUITECTURA
disano disanlens led w cld cell blanco - techo,LUM,ARQUITECTURA
lightech estacas jardin led w -k ip,LUM,ARQUITECTURA
brochure downlights adosados led w k lm,LUM,ARQUITECTURA
brochure plafones led ip w k lm sensor mov,LUM,ARQUITECTURA
brochure apliques interiores led w k lm,LUM,ARQUITECTURA
brochure apliques exteriores w k lm ip,LUM,ARQUITECTURA
disano compact dark - smd - ugr< smd w cld cell-e blanco empotrado,LUM,ARQUITECTURA
disano echo-monolampara led-energy saving w cld cell gris -techo,LUM,ARQUITECTURA
disano tortuga fosnava led w k cld cell blanco - techo,LUM,ARQUITECTURA
disano safety emergencia h flcs cell-e gris,LUM,ARQUITECTURA
legrand uraled p lm h ip adr,LUM,ARQUITECTURA
"salida pvc sal """,DES,IISS
"salida para ventilacion """,DES,IISS
"salida para sumideros """,DES,IISS
"tuberias colgada "" pvc sal - desague",DES,IISS
"tuberia adosado "" pvc sal desague",DES,IISS
"tubo impulsion c-- camara bombeo """,DES,IISS
"tubo impulsion c-- camara sumidero """,DES,IISS
"cajas registro (""x "")",DES,IISS
"tuberia enterrado """,DES,IISS
relleno compactacion zanja,DES,IISS
acarreo material excedente en mismo nivel,DES,IISS
"acsesorios registros "" tipo dado",DES,IISS
pruebas hidraulicas del sistema desague,DES,IISS
"tuberias en piso "" pvc sal",DES,IISS
"tuberias ventilacin en pared "" pvc sal",DES,IISS
empalme a red existente,DES,IISS
"punto para alimentadores """,AF,IISS
"punto para alimentadores /""",AF,IISS
"tuberias pvc sap c- """,AF,IISS
"tuberias pvc sap c- / """,AF,IISS
"tuberias pvc sap c- /""",AF,IISS
